year,state_abbr,state_name,state_fips,region,division,total_pop_15to64,female_pop_15to64,male_pop_15to64,total_prison_pop,female_prison_pop,male_prison_pop
1987,MD,Maryland,24,South,South Atlantic,3166934,1612512,1554422,13467,457,13010
1986,MD,Maryland,24,South,South Atlantic,3118705,1588939,1529766,13326,444,12882
1985,MD,Maryland,24,South,South Atlantic,3063393,1562383,1501010,13005,411,12594
1984,MD,Maryland,24,South,South Atlantic,3028952,1544441,1484511,13124,441,12683
1983,MD,Maryland,24,South,South Atlantic,2989551,1525253,1464298,12617,409,12208
1982,MD,Maryland,24,South,South Atlantic,2964964,1516141,1448823,11617,366,11251
1981,MD,Maryland,24,South,South Atlantic,2945706,1506810,1438896,9335,304,9031
1980,MD,Maryland,24,South,South Atlantic,2909030,1487755,1421275,7731,229,7502
1979,MD,Maryland,24,South,South Atlantic,2892576,1479552,1413024,7860,222,7638
1978,MD,Maryland,24,South,South Atlantic,2864204,1464943,1399261,7966,244,7722
1977,MD,Maryland,24,South,South Atlantic,2829656,1446739,1382917,8148,,
1976,MD,Maryland,24,South,South Atlantic,2790994,1425527,1365467,7912,,
1975,MD,Maryland,24,South,South Atlantic,2753152,1405677,1347475,6965,,
1974,MD,Maryland,24,South,South Atlantic,2711859,1383696,1328163,6269,,
1973,MD,Maryland,24,South,South Atlantic,2668159,1360419,1307740,5799,,
1972,MD,Maryland,24,South,South Atlantic,2621995,1336721,1285274,5578,,
1971,MD,Maryland,24,South,South Atlantic,2555736,1304144,1251592,4950,,
1970,MD,Maryland,24,South,South Atlantic,2483847,1268253,1215594,5186,,
1969,MD,Maryland,24,South,South Atlantic,2411962,1232364,1179598,5356,,
1968,MD,Maryland,24,South,South Atlantic,,,,5096,,
1967,MD,Maryland,24,South,South Atlantic,,,,5083,,
1966,MD,Maryland,24,South,South Atlantic,,,,5117,,
1965,MD,Maryland,24,South,South Atlantic,,,,5467,,
1964,MD,Maryland,24,South,South Atlantic,,,,5453,,
1963,MD,Maryland,24,South,South Atlantic,,,,5164,,
1962,MD,Maryland,24,South,South Atlantic,,,,5615,,
1961,MD,Maryland,24,South,South Atlantic,,,,5745,,
1960,MD,Maryland,24,South,South Atlantic,,,,5316,,
1955,MD,Maryland,24,South,South Atlantic,,,,4685,,
1950,MD,Maryland,24,South,South Atlantic,,,,3892,,
2024,ME,Maine,23,Northeast,New England,871899,435402,436497,1821,,
2023,ME,Maine,23,Northeast,New England,871899,435402,436497,1775,,
2022,ME,Maine,23,Northeast,New England,871899,435402,436497,1675,154,1521
2021,ME,Maine,23,Northeast,New England,871993,435274,436719,1577,111,1466
2020,ME,Maine,23,Northeast,New England,866157,432251,433906,1714,128,1586
2019,ME,Maine,23,Northeast,New England,867692,433396,434296,2185,185,2000
2018,ME,Maine,23,Northeast,New England,868978,434772,434206,2425,237,2188
2017,ME,Maine,23,Northeast,New England,871198,436531,434667,2404,227,2177
2016,ME,Maine,23,Northeast,New England,873973,438567,435406,2404,235,2169
2015,ME,Maine,23,Northeast,New England,876323,440421,435902,2279,207,2072
2014,ME,Maine,23,Northeast,New England,881601,443416,438185,2242,179,2063
2013,ME,Maine,23,Northeast,New England,884026,444852,439174,2173,160,2013
2012,ME,Maine,23,Northeast,New England,888609,447754,440855,2108,164,1944
2011,ME,Maine,23,Northeast,New England,895018,451164,443854,2145,164,1981
2010,ME,Maine,23,Northeast,New England,894136,451122,443014,2154,166,1988
2009,ME,Maine,23,Northeast,New England,897360,452147,445213,2206,158,2048
2008,ME,Maine,23,Northeast,New England,900049,453560,446489,2195,156,2039
2007,ME,Maine,23,Northeast,New England,899470,453254,446216,2148,139,2009
2006,ME,Maine,23,Northeast,New England,897450,452227,445223,2120,145,1975
2005,ME,Maine,23,Northeast,New England,892915,449980,442935,2023,129,1894
2004,ME,Maine,23,Northeast,New England,886156,446820,439336,2024,125,1899
2003,ME,Maine,23,Northeast,New England,878546,443191,435355,2013,124,1889
2002,ME,Maine,23,Northeast,New England,867624,438244,429380,1900,90,1810
2001,ME,Maine,23,Northeast,New England,856681,433022,423659,1704,59,1645
2000,ME,Maine,23,Northeast,New England,847437,428213,419224,1679,66,1613
1999,ME,Maine,23,Northeast,New England,837791,423359,414432,1716,65,1651
1998,ME,Maine,23,Northeast,New England,829179,419034,410145,1691,70,1621
1997,ME,Maine,23,Northeast,New England,824685,416679,408006,1620,62,1558
1996,ME,Maine,23,Northeast,New England,817337,412744,404593,1426,48,1378
1995,ME,Maine,23,Northeast,New England,810856,409567,401289,1396,36,1360
1994,ME,Maine,23,Northeast,New England,808442,408240,400202,1474,48,1426
1993,ME,Maine,23,Northeast,New England,809377,407904,401473,1469,50,1419
1992,ME,Maine,23,Northeast,New England,807753,407162,400591,1519,60,1459
1991,ME,Maine,23,Northeast,New England,810071,407954,402117,1579,62,1517
1990,ME,Maine,23,Northeast,New England,810010,408131,401879,1523,44,1479
1989,ME,Maine,23,Northeast,New England,801918,403991,397927,1455,46,1409
1988,ME,Maine,23,Northeast,New England,792681,399547,393134,1277,36,1241
1987,ME,Maine,23,Northeast,New England,778562,392631,385931,1299,29,1270
1986,ME,Maine,23,Northeast,New England,767953,387705,380248,1316,27,1289
1985,ME,Maine,23,Northeast,New England,761278,384812,376466,1317,32,1285
1984,ME,Maine,23,Northeast,New England,754891,381989,372902,1032,27,1005
1983,ME,Maine,23,Northeast,New England,745073,376871,368202,1082,33,1049
1982,ME,Maine,23,Northeast,New England,738477,373646,364831,1110,30,1080
1981,ME,Maine,23,Northeast,New England,735627,372366,363261,992,26,966
1980,ME,Maine,23,Northeast,New England,729497,369667,359830,814,21,793
1979,ME,Maine,23,Northeast,New England,725031,367712,357319,776,18,758
1978,ME,Maine,23,Northeast,New England,714764,362354,352410,711,16,695
1977,ME,Maine,23,Northeast,New England,703178,356413,346765,666,,
1976,ME,Maine,23,Northeast,New England,687475,348623,338852,610,,
1975,ME,Maine,23,Northeast,New England,669530,339431,330099,643,,
1974,ME,Maine,23,Northeast,New England,656549,332638,323911,527,,
1973,ME,Maine,23,Northeast,New England,642781,325517,317264,453,,
1972,ME,Maine,23,Northeast,New England,629639,319229,310410,473,,
1971,ME,Maine,23,Northeast,New England,611832,310922,300910,454,,
1970,ME,Maine,23,Northeast,New England,596859,304058,292801,516,,
1969,ME,Maine,23,Northeast,New England,581895,297199,284696,561,,
1968,ME,Maine,23,Northeast,New England,,,,598,,
1967,ME,Maine,23,Northeast,New England,,,,592,,
1966,ME,Maine,23,Northeast,New England,,,,605,,
1965,ME,Maine,23,Northeast,New England,,,,695,,
1964,ME,Maine,23,Northeast,New England,,,,719,,
1963,ME,Maine,23,Northeast,New England,,,,723,,
1962,ME,Maine,23,Northeast,New England,,,,728,,
1961,ME,Maine,23,Northeast,New England,,,,766,,
1960,ME,Maine,23,Northeast,New England,,,,750,,
1955,ME,Maine,23,Northeast,New England,,,,620,,
1950,ME,Maine,23,Northeast,New England,,,,736,,
2024,MI,Michigan,26,Midwest,East North Central,6428880,3181388,3247492,32969,,
2023,MI,Michigan,26,Midwest,East North Central,6428880,3181388,3247492,32862,,
2022,MI,Michigan,26,Midwest,East North Central,6428880,3181388,3247492,32374,1666,30708
2021,MI,Michigan,26,Midwest,East North Central,6461126,3197123,3264003,32186,1565,30621
2020,MI,Michigan,26,Midwest,East North Central,6514822,3225191,3289631,33617,1704,31913
2019,MI,Michigan,26,Midwest,East North Central,6556511,3249147,3307364,38053,2029,36024
2018,MI,Michigan,26,Midwest,East North Central,6584943,3268498,3316445,38761,2081,36680
2017,MI,Michigan,26,Midwest,East North Central,6601407,3282020,3319387,39666,2151,37515
2016,MI,Michigan,26,Midwest,East North Central,6607562,3290782,3316780,41122,2242,38880
2015,MI,Michigan,26,Midwest,East North Central,6610574,3298872,3311702,42628,2273,40355
2014,MI,Michigan,26,Midwest,East North Central,6619312,3309697,3309615,43390,2123,41267
2013,MI,Michigan,26,Midwest,East North Central,6619782,3316271,3303511,43759,2059,41700
2012,MI,Michigan,26,Midwest,East North Central,6620259,3322120,3298139,43636,1989,41647
2011,MI,Michigan,26,Midwest,East North Central,6628639,3332627,3296012,42940,1909,41031
2010,MI,Michigan,26,Midwest,East North Central,6612183,3326976,3285207,44165,1869,42296
2009,MI,Michigan,26,Midwest,East North Central,6628103,3334906,3293197,45478,1755,43723
2008,MI,Michigan,26,Midwest,East North Central,6663096,3350701,3312395,48738,1957,46781
2007,MI,Michigan,26,Midwest,East North Central,6710208,3371871,3338337,50233,2080,48153
2006,MI,Michigan,26,Midwest,East North Central,6730687,3379761,3350926,51577,2170,49407
2005,MI,Michigan,26,Midwest,East North Central,6724729,3375992,3348737,49546,2111,47435
2004,MI,Michigan,26,Midwest,East North Central,6701764,3364377,3337387,48883,2113,46770
2003,MI,Michigan,26,Midwest,East North Central,6677606,3351054,3326552,49358,2198,47160
2002,MI,Michigan,26,Midwest,East North Central,6643653,3335019,3308634,50591,2267,48324
2001,MI,Michigan,26,Midwest,East North Central,6609286,3318168,3291118,48849,2149,46700
2000,MI,Michigan,26,Midwest,East North Central,6568414,3298843,3269571,47718,2131,45587
1999,MI,Michigan,26,Midwest,East North Central,6520945,3277152,3243793,46617,2027,44590
1998,MI,Michigan,26,Midwest,East North Central,6481410,3260397,3221013,45879,2052,43827
1997,MI,Michigan,26,Midwest,East North Central,6449994,3247738,3202256,44771,2056,42715
1996,MI,Michigan,26,Midwest,East North Central,6410494,3231318,3179176,42349,1920,40429
1995,MI,Michigan,26,Midwest,East North Central,6342560,3200885,3141675,41112,1842,39270
1994,MI,Michigan,26,Midwest,East North Central,6287300,3176925,3110375,40631,2021,38610
1993,MI,Michigan,26,Midwest,East North Central,6246203,3159964,3086239,39318,1798,37520
1992,MI,Michigan,26,Midwest,East North Central,6219629,3151129,3068500,39113,1842,37271
1991,MI,Michigan,26,Midwest,East North Central,6175684,3134283,3041401,36423,1734,34689
1990,MI,Michigan,26,Midwest,East North Central,6137678,3119399,3018279,34267,1688,32579
1989,MI,Michigan,26,Midwest,East North Central,6118366,3111783,3006583,31639,1586,30053
1988,MI,Michigan,26,Midwest,East North Central,6127294,3116665,3010629,27612,1333,26279
1987,MI,Michigan,26,Midwest,East North Central,6125103,3116385,3008718,23879,1183,22696
1986,MI,Michigan,26,Midwest,East North Central,6083941,3095712,2988229,20742,1018,19724
1985,MI,Michigan,26,Midwest,East North Central,6025912,3067079,2958833,17755,814,16941
1984,MI,Michigan,26,Midwest,East North Central,5991306,3050023,2941283,14604,683,13921
1983,MI,Michigan,26,Midwest,East North Central,5976472,3042885,2933587,14510,660,13850
1982,MI,Michigan,26,Midwest,East North Central,6025620,3068687,2956933,14913,624,14289
